ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"TRUE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" CustomFormatter=\"\" EnforceUniqueValues=\"TRUE\" Indexed=\"TRUE\" />","<Field Type=\"Choice\" DisplayName=\"Platform\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_1\" Name=\"field_1\" ID=\"{6ee51ccb-ff18-4ca2-928c-9eb794dfa8af}\"><CHOICES /></Field>","<Field Type=\"Choice\" DisplayName=\"Version Found\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_2\" Name=\"field_2\" ID=\"{c08685f2-380a-42ca-8d8d-1750a05bbc96}\"><CHOICES /></Field>","<Field Type=\"Text\" DisplayName=\"Build Fixed\" Name=\"field_3\" ID=\"{4a0b6493-947c-408d-b1eb-e21472d65bcf}\" StaticName=\"field_3\" />","<Field Type=\"Choice\" DisplayName=\"Functionality\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_4\" Name=\"field_4\" ID=\"{94fc4227-92d7-49a8-97a2-6f87708cae9e}\"><CHOICES /></Field>","<Field ID=\"{4ee09c9c-567b-4bb6-b399-ae40e1afd982}\" DisplayName=\"Issue Title\" Name=\"field_5\" StaticName=\"field_5\" Type=\"Note\" />","<Field ID=\"{820545f3-5000-4335-9c69-9e6885a1aa5c}\" DisplayName=\"Summary\" Name=\"field_6\" StaticName=\"field_6\" Type=\"Note\" />","<Field ID=\"{28cf69c5-fa48-462a-b5cd-27b6f9d2bd5f}\" ReadOnly=\"TRUE\" Type=\"DateTime\" Name=\"Modified\" DisplayName=\"Modified\" StorageTZ=\"TRUE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Modified\" FromBaseType=\"TRUE\" Indexed=\"TRUE\" AutoIndexed=\"TRUE\" />","<Field AppendOnly=\"FALSE\" Description=\"Internal Comment field&#xA;Can place case links, notes or further info about JIRA/SCR here\" DisplayName=\"Internal Comments\" Format=\"Dropdown\" IsModern=\"TRUE\" IsolateStyles=\"FALSE\" Name=\"InternalComments\" RichText=\"FALSE\" RichTextMode=\"Compatible\" Title=\"Internal Comments\" Type=\"Note\" ID=\"{90423312-42b4-4997-8b72-f46231360718}\" StaticName=\"InternalComments\" />","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"Ticket\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(linked to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
"Title","Platform","Version Found","Build Fixed","Functionality","Issue Title","Summary","Internal Comments"
"298853","Thick Client","17.0.0","19.8.1.1000","Document Imaging | TC","Bar code processing and advanced capture processing set for bar codes no longer causes the system memory to climb",,
"301623","Thick Client","16.0.2","19.8.1.1000","Document Imaging | TC","Updated document editor functionality to purge unindexed documents being deleted instead of sending them to the trash can",,
"305684","Thick Client","18.0.0","19.8.1.1000","Document Imaging | TC","Corrected an issue that allowed the New Document button to be selected when indexing a batch of documents in the OnBase Client","-The New Document button will not be available to the user when indexing a batch of documents
-The New Document button will be made available to the user after scanning a batch of documents",
"306054","Thick Client","18.1.0","19.8.1.1000","Document Imaging | TC","Scan queue batch routing has been updated for DIP batches in order to prevent auto-deletion of batch records when the batch only contains the DIP index file.",,
"306706","Thick Client","15.0.3","19.8.1.1000","Document Imaging | TC","Users within the Secondary Indexing status queue are no longer prompted to enter values for required fields that are excluded from Double-Blind indexing in the OnBase Client",,
"307093","Thick Client","15.0.3","19.8.1.1000","Document Imaging | TC","Document Imaging interface was updated to properly show Incomplete Commit queue","Document Imaging interface will show the Incomplete Commit queue when there are batch(es), regardless of whether or not the current user has a view override for the Awaiting Commit queue.",
"307097","Thick Client","18.0.0","19.8.1.1000","Document Imaging | TC","The OnBase Client will process batches for both Bar Codes and Custom Processing set up as CPD scan queues",,
"310565","Thick Client","18.1.0","19.8.1.1000","Document Imaging | TC","The Override Maximum Uncommitted Batches field can now be up to 6 digits long, allowing for a maximum number of 999,999 uncommitted batches per scan queue",,
"313116","Thick Client","17.0.2","19.8.1.1000","Document Imaging | TC","User can now edit the ini file to allow the DIP verification report to be included in the document count for Legacy Scan Queues",,
"313460","Thick Client","18.0.0","19.8.1.1000","Document Imaging | TC","When accessing the committed batches in OnBase thick client version 18, the batches are now sorted by Batch# as they were in OnBase Version 17.",,
"315356","Thick Client","18.0.0","19.8.1.1000","Document Imaging | TC","Batches that were committed prior to 2006 no longer throw an error when trying to run Migrate Committed Scan Batches","Batches that were committed prior to 2006 did not have a 'printdate' value in the database, causing them to throw a database error when you try to perform Migrate Committed Scan Batches. This issue no longer occurs",
"322152","Thick Client","17.0.2","19.8.1.1000","Document Imaging | TC","Brainware Integration will only perform autofill keyword set expansion when the document type or keyword level autofill sets are assigned to perform the expansion",,
"263235","Core Services","16.0.1","19.8.1.1000","Document Imaging | Unity","The Data Capture Server now accurately rotates images with the Auto-Orientation image process set up with Capture Process Designer",,
"277605","Core Services","16.0.2","19.8.1.1000","Document Imaging | Unity","Errors are no longer present and Documents are routed correctly when using an Export step to send a document set to another custom scan queue",,
"279916","Core Services","16.0.2","19.8.1.1000","Document Imaging | Unity","Performing a right-click Send To | Create New Document action after an append or delete document action will no longer result in the appended or deleted documents reappearing in the batch",,
"280033","Core Services","16.0.0","19.8.1.1000","Document Imaging | Unity","Batches will transition to QA Review In Progress if not all of the documents have been reviewed and the user selects Save and Transition when using Standard Scan Queues",,
"291066","Core Services","17.1.0","19.8.1.1000","Document Imaging | Unity","Documents no longer exist after deletion in Document Maintenance if they were indexed previously",,
"296279","Core Services","17.0.1","19.8.1.1000","Document Imaging | Unity","Indexing panel is now available for read only Document Types","If a Scan Queue is set to Pre-Index mode, and the Document Type is set for Read Only revisions the indexing panel retains full functionality during batch indexing.",
"297982","Core Services","17.0.1","19.8.1.1000","Document Imaging | Unity","The ""Indexing Stopped or Completed"" window properly displays after selecting Undo during indexing","After performing the following actions below, the ""Indexing Stopped or Completed"" window is properly displayed
   1. Index a batch
   2. In the ""Indexing Stopped or Completed"" window, select ""Review the Last Action""
   3. Navigate to another document in the batch that isn't the last document
   4. Click Undo (this will undo the index action on the last document of the batch)
   5. Index the last document of the batch again",
"297985","Core Services","17.0.1","19.8.1.1000","Document Imaging | Unity","The Undo action is now disabled after clicking on Create New Document or clicking Index on a Document which has already been indexed","If a document has already had the indexing action performed on it in the current or previous indexing session, selecting and indexing the document a second time will disable the Undo action. 
The Undo action will also be disabled after using the Create New Document action in the Indexing Panel.
The Undo action will be enabled after any action is performed which can be undone.",
"297987","Core Services","17.0.1","19.8.1.1000","Document Imaging | Unity","The Undo button is now disabled after clicking on Create New Document or clicking Index on a Document which has already been indexed, so keywords and auto-name strings are no longer lost",,
"299875","Core Services","17.1.0","19.8.1.1000","Document Imaging | Unity","Corrected issue where new documents created via ad-hoc Document Separation or Edit Pages within Custom Scan Queues were not being routed to the same document set as the original document",,
"300326","Core Services","17.1.0","19.8.1.1000","Document Imaging | Unity","When sorting the Batch Number and Total Documents columns, they will be ordered by the entire number and not just the first digit",,
"300492","Core Services","17.0.1","19.8.1.1000","Document Imaging | Unity","Appending rotated documents now properly keeps the rotation",,
"300772","Core Services","17.0.2","19.8.1.1000","Document Imaging | Unity","Indexing Focus options for scan queue configuration are respected in Batch Processing",,
"304310","Core Services","17.0.1","19.8.1.1000","Document Imaging | Unity","The  'Clear Keywords on Document Separation'  option for Document Separation is now respected for Capture Process Designer scan queues",,
"304366","Core Services","17.1.0","19.8.1.1000","Document Imaging | Unity","Data Provider filters now respects predefined User/User Groups","Fixed a bug where if the user put a defaults User or User Group in the Data Provider configuration, this would not be taken into account when filtering. Now the dashboard will filter by this defined User or User Group if the ""Allow User or User Group to be selected"" check box isn't checked.",
"304931","Core Services","15.0.1","19.8.1.1000","Document Imaging | Unity","Context menu within the Unity Client displays the correct options during batch processing","Context menu is correct for Index, Re-index, QA Re-Index, Manager Review, BarCode Processing, and Documant Separation.",
"305404","Core Services","17.0.2","19.8.1.1000","Document Imaging | Unity","The Export Step’s ‘Delete System Documents’ setting is respected regardless of the rights of the Export executing user.","When an Export Step is configured to 'Delete System Documents' in a CPD Scan Queue and the user that transitions the documents/batch to the Export step DOES NOT have access to the SYS Verification Report document type, the SYS Verification document is still deleted by the configured Export step.",
"305917","Core Services","17.1.0","19.8.1.1000","Document Imaging | Unity","Fixed an issue where the ""Document Imaging Query - Time in Queue"" or ""Document Imaging Query - Time to Process"" Data Providers could not be created when using an Oracle database","Fixed an issue where the ""Document Imaging Query - Time in Queue"" or ""Document Imaging Query - Time to Process"" Data Providers could not be created in Reporting Dashboards when using an Oracle database",
"305931","Core Services","17.0.2","19.8.1.1000","Document Imaging | Unity","User can now successfully 're-index' document after modifying the document via the Edit Pages button","A user without the Reindex user group priviliege can now 'reindex' a document during indexing after performing modifications to the pages via the Edit Pages button in the ribbon.",
"306082","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","One instance of a Multi-Instance Keyword Group (MIKG) is applied after performing a reverse look-up in Double-Blind Indexing with a hidden Keyword Type","Now when performing Double-Blind Indexing with an MIKG containing a hidden keyword, multiple MIKGs are no longer created with both the initial and the new (applied during a Reverse AutoFill look-up) values for the hidden keywords.",
"306173","Core Services","17.0.2","19.8.1.1000","Document Imaging | Unity","Resolved issue that allowed users with the ""Restricted (Unity Only)"" Scan/Index Batches privilege to perform standard indexing tasks, including modifying keywords, within the Awaiting QA Review and Awaiting Manager Resolution batch status queues",,
"306500","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Quantity Based Notifications will now be sent through a Capture Process Designer Timer Action when configured to look below a certain threshold as well as above a certain threshold",,
"306920","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Auto loading next batch during Batch Indexing now rebuilds ad hoc ribbon buttons resulting in the display of correct buttons and to the  association to the correct batch",,
"307116","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","In reverse keyword dialog, user is unable to overwrite values of current document in QA Review or Manager Resolution if current document has been OK'd",,
"307625","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Duplicate batches no longer appear in Awaiting Commit","Fixed a bug where batches would be listed twice in awaiting commit when using CPD Scan Queues.",
"307906","Core Services","18.0.0","19.8.1.1000","Document Imaging | Unity","Added the ability to mark documents to transition to specific status steps using adhoc evaluators.","Buttons are generated in the ribbon when an adhoc evaluator connects the Document Preparation interface to another status step. Clicking the button while having a document selected will mark it and upon transition the document will go to wherever that specific adhoc button was linked to.",
"308186","Core Services","17.0.2","19.8.1.1000","Document Imaging | Unity","Scan Queue batch counts accurately reflect only visible batches, if override settings cause some statuses to not be visible",,
"308358","Core Services","17.0.2","19.8.1.1000","Document Imaging | Unity","Updated QA Review to enable Save and Close on Unity and allow user to move status to QA Re-Index in Progress",,
"308659","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Fixed a bug where batches were put in a failed status in Document Preparation","Fixed a bug where if there was an unindexed page in a batch and any changes were made to documents asside from the unindexed document, the changes would not be applied and the batch was put in a failed status.",
"308855","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Document Preparation now correctly autoloads batches","Fixed bugs where autoloading batches with Document Preparation would throw exceptions under certain circumstances.",
"309128","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","User is now unable to enter Document Preparation before a batch has been loaded",,
"309249","Core Services","18.0.0","19.8.1.1000","Document Imaging | Unity","The Unity Client now enforces the EpicInboxLinkRequired setting only when EpicPhysicianAcknowledgement is enabled",,
"309599","Core Services","17.0.1","19.8.1.1000","Document Imaging | Unity","Override privileges are now being cleared from cache when exiting batch processing (indexing, document separation, document review, etc.)","Override privileges are now being cleared from cache when exiting batch processing (indexing, document separation, document review, etc.)",
"310126","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Document Preparation can no longer be started when multiple batches are selected","A similar functionality can be achieved using the Auto Load Next Batch function.",
"310569","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Index actions are correctly logged to match the thick client. Also added start and stop indexing logs for CPD index queues.",,
"310946","Core Services","18.0.0","19.8.1.1000","Document Imaging | Unity","When re-ordering scan queues using Filter Scan Queues, the new scan queue order immedately reflected in Batch Processing",,
"311730","Core Services","17.0.2","19.8.1.1000","Document Imaging | Unity","Corrected issue where new documents created via ad-hoc Document Separation or Edit Pages within Custom Scan Queues were not being routed to the same document set as the original document",,
"312022","Core Services","16.9.2","19.8.1.1000","Document Imaging | Unity","Batches now successfully transition from QA Re-Index",,
"312076","Core Services","18.0.0","19.8.1.1000","Document Imaging | Unity","Report Services reports querying hsi.archivedqueue now return the correct results for committed batches","Report Services tests SCAN61, and SCAN072 return the correct results from both archived commit tables. Even after a customer has upgraded their Oracle or SQL database.",
"312889","Core Services","17.9.0","19.8.1.1000","Document Imaging | Unity","When deleting a document during indexing, focus is set to the next document in the document list (or the first document, if deleting the last)",,
"313891","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Adding db table to keep track of user's favorited doc type order","Adding db table to keep track of user's favorited doc type order",
"314930","Core Services","16.0.2","19.8.1.1000","Document Imaging | Unity","Zero document batches are no longer shown in Custom Process queues (CPD) when a OnBase Client Process deletes the last/only document in a batch",,
"315569","Core Services","18.0.1","19.8.1.1000","Document Imaging | Unity","User Group Timeouts prompt users to extend their session from within Batch Processing",,
"315771","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","The ""Repair and Transition Batch"" right-click option only moves the document set in the Import step to the next step","When a user selects the ""Repair and Transition Batch"" right-click option on a document set residing in the Import step, it will only move that document set into the next step in the Capture Process (assuming it meets the criteria of an evaluator leaving the step). If there are any other document sets in the same batch, those will NOT transition onto the next step in the Capture Process.",
"316719","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","None","None",
"317716","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Indexing logging for the Unity Client now matches the logging of the Onbase Client",,
"317717","Core Services","18.0.1","19.8.1.1000","Document Imaging | Unity","Corrected logging inconsistencies in Indexing queues - sub SCR for QA - ReIndex",,
"317718","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Corrected logging inconsistencies in Indexing queues - sub SCR for ReIndex queue",,
"317720","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Corrected logging inconsistencies in Indexing queues - sub SCR for Double Blind Indexing queue",,
"319089","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Index button works during Batch Indexing if a document was swept in in a No-Index mode","A previous bug prevented indexing if a batch was swept in under the No-Index mode",
"319505","Core Services","18.0.1","19.8.1.1000","Document Imaging | Unity","The Index button is enabled during Double-blind Indexing",,
"319658","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Keyword panel refreshes properly when a batch is auto-loaded for indexing","The Unity Client locations where this is fixed are: indexing, Re-Indexing, QA Re-Index",
"320819","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Users will no longer receive a null reference exception when leaving batch processing to batch scanning if a docset they had selected was committed.",,
"321153","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","All documents can now be viewed after selecting 'Review the Last Action' when reopening a batch for indexing.","When selecting 'Review the Last Action' after reopening batches that are fully indexed but have not been transitioned, all documents can now be properly viewed.",
"321221","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","The error 'No element in sequence' will no longer display after deleting a page or a document in QA Review, and clicking undo",,
"321312","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","There is no longer an exception thrown when undoing/redoing an index action","There is no longer an exception thrown when undoing/redoing an index action",
"321420","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Object Reference errors are no longer presented when using the Autoload Next Batch function in Doc Prep",,
"321421","Core Services","18.1.0","19.8.1.1000","Document Imaging | Unity","Users are no longer returned to batch processing the first time they attempt to start processing a batch in Document Preparation",,
"322111","Core Services","17.0.1","19.8.1.1000","Document Imaging | Unity","Keywords which are part of a Single Instance Keyword Type Group no longer return after being deleted within the Secondary Index or ReIndex queue in the Unity Client.",,
"250689","Core Services","15.0.2","19.8.1.1000","Document Imaging Scanning | CSP","The batch auto-name token ""%#"" is no longer modified to a more ""friendly"" alternate before showing the name to the user for modification",,
"262927","Core Services","16.1.0","19.8.1.1000","Document Imaging Scanning | CSP","Within the Import layout users now have the ability to choose the Scan Profile of a flatbed and ADF capable scanner regardless of whether the ADF is loaded with paper or not.",,
"289895","Core Services","17.1.0","19.8.1.1000","Document Imaging Scanning | CSP","Can now successfully scan color images in the Import layout after previously scanning in black and white",,
"294946","Core Services","17.1.0","19.8.1.1000","Document Imaging Scanning | CSP","Pages & Documents can be selected and reordered correctly when using Advanced Document Review in Modern Scanning",,
"302632","Core Services","17.0.0","19.8.1.1000","Document Imaging Scanning | CSP","Updated ISIS controls to address slow scanner initialization by some ISIS scanners",,
"302716","Core Services","17.1.0","19.8.1.1000","Document Imaging Scanning | CSP","When Unity is licensed for Kofax scanning and Kofax VRS is not installed, no error message is shown but instead written to the scan log",,
"302922","Core Services","17.1.0","19.8.1.1000","Document Imaging Scanning | CSP","When searching for scanners, the time limit is now 2 minutes to help reduce timeouts when there are many scanner drivers installed",,
"303807","Core Services","17.1.0","19.8.1.1000","Document Imaging Scanning | CSP","Modern Scanning now supports the Minimum Occurrence setting when scanning documents with bar codes","When a bar code process is configured for at least one minimum occurrence of a bar code, if a document is scanned without a barcode in full index it will correctly transition to the Awaiting Index status queue instead of Awaiting Commit.",
"306111","Core Services","17.1.0","19.8.1.1000","Document Imaging Scanning | CSP","Pages are now appended in the correct order when performing a unique bar code append with  'Append Entire Document', 'Match Only in the Same Batch', and 'Append to Beginning' enabled",,
"306574","Core Services","17.1.0","19.8.1.1000","Document Imaging Scanning | CSP","Scanning with the document imaging 15ppm max license now scans at the correct speed",,
"306725","Core Services","18.1.0","19.8.1.1000","Document Imaging Scanning | CSP","The %P batch auto-name token is now handled better in Unity","When sweeping, %P is replaced with the name of the parent folder.  When scanning, %P is replaced with an empty string.",
"306746","Core Services","18.0.0","19.8.1.1000","Document Imaging Scanning | CSP","Modern Scanning now works when using Identity Provider authentication",,
"307168","Core Services","18.0.0","19.8.1.1000","Document Imaging Scanning | CSP","Enterprise DDI is now respected for scanning and Enterprise PDI is now respected for scanning and scan time bar code processing",,
"314468","Core Services","18.0.1","19.8.1.1000","Document Imaging Scanning | CSP","When a document is scanned/rescanned during Advanced Document Review or Document Separation, the quality of the thumbnail and the zoomed preview of the document is improved",,
"314761","Core Services","18.1.0","19.8.1.1000","Document Imaging Scanning | CSP","Advance Document Review no longer throws an exception when saving after losing connection to appserver momentarily",,
"314980","Core Services","18.1.0","19.8.1.1000","Document Imaging Scanning | CSP","Object reference not set to an instance of an object errors are no longer present when clicking Save and Close after Browsing or Acquiring during Document Separation/Advanced Document Review",,
"315314","Core Services","18.0.1","19.8.1.1000","Document Imaging Scanning | CSP","The AppServer no longer creates child processes for scan time bar/patch code detection, this eliminates the possibility for access issues with inherited file handles.",,
"316083","Core Services","18.1.0","19.8.1.1000","Document Imaging Scanning | CSP","No error is displayed when performing a right click in Briefcase",,
"318576","Core Services","18.0.1","19.8.1.1000","Document Imaging Scanning | CSP","Auto-name strings containing empty keywords in a keyword type group no longer cause an error to be displayed","When Keyword Type Group Keywords are not indexed and in the Auto-name string, an error is no longer displayed",
"321138","Core Services","18.1.0","19.8.1.1000","Document Imaging Scanning | CSP","Clear keywords button is no longer disabled in batch scanning",,
"321198","Core Services","18.1.0","19.8.1.1000","Document Imaging Scanning | CSP","New Scan Formats are now displayed in the Unity Client until after relaunching the client",,
"141960","Core Services","12.0.0CS","19.8.1.1000","Document Knowledge Transfer - ASP.NET | CSP","Reading Group member changes are saved properly upon clicking the Save button.","When making member changes to a Reading Group, in the Member Administration screen of Document Knowledge Transfer Administration, the Save button becomes disabled upon first click, and further clicks have no effect. Member updates are saved properly.",
"163744","Core Services","13.0.0CS","19.8.1.1000","Document Knowledge Transfer - ASP.NET | CSP","A Reading Group Administrator must have both Document and Member privileges to be able to re-add documents to the Reading Group.","The OnBase, Unity, and Web clients all require both Document and Member privileges in order to Add or Re-add documents to a Reading Group.",
"281025","Core Services","17.0.0","19.8.1.1000","Document Knowledge Transfer - ASP.NET | CSP","In the Web client, when documents are assigned to a Reading Group via an ad hoc Workflow task, they will display with scrollbars, enabling the full document to be viewed.",,
"299961","Core Services","17.1.0","19.8.1.1000","Document Knowledge Transfer - ASP.NET | CSP","A Reading Group Compliance Administrator may export reports without having any other Reading Group administrative privileges.",,
"307106","Core Services","17.9.0","19.8.1.1000","Document Knowledge Transfer - ASP.NET | CSP","In Internet Explorer, when creating the first Approval Group for a Reading Group, the name of the Approval Group will display properly in the list.",,
"311704","Core Services","17.0.1","19.8.1.1000","Document Knowledge Transfer - ASP.NET | CSP","When multiple revisions / versions of PDF document are displayed in a Reading Group, the correct revision / version displays when the document is opened.","Reading Groups may be set to Hide Old Revisions.  When this option is not set, all revisions / versions of a PDF document display correctly.",
"307113","Core Services","16.1.0","19.8.1.1000","Document Knowledge Transfer | CSP","Internal email notifications for Reading Groups correctly display the intended content of the notification when triggered from the Web, Unity, and OnBase Clients.","When internal email notifications are configured for a Reading Group, the selected content to be included displays properly in the emails.",
"303745","Thick Client","17.0.2","19.8.1.1000","Document Knowledge Transfer | TC","Cancelling the creation of a new Reading Group by copying another one may be completed successfully and without errors",,
"121348","Core Services","11.1.0CS","19.8.1.1000","Document Knowledge Transfer | Unity","Documents are marked 'Delinquent' when they are not acknowledged by the deadline date.",,
"124168","Core Services","11.1.0CS","19.8.1.1000","Document Knowledge Transfer | Unity","A confirmation message has been added to the ""Remove Reading Requirement"" action in the Unity Client",,
"155239","Core Services","12.1.0CS","19.8.1.1000","Document Knowledge Transfer | Unity","In the Approval Viewer for DKT Reading Groups, when documents require approval prior to being added to a Reading Group, as documents are approved the Approval Status column displays ""Approval in Progress"" for all approvers.",,
"206354","Core Services","14.1.0CS","19.8.1.1000","Document Knowledge Transfer | Unity","During the creation or update of an Approval Group, if the Create button is clicked without saving, selecting ""Yes"" on the prompt to Save results in the Approval Group creation or update saving properly.","Making a change to an Approval Group and navigating elsewhere in the Document Knowledge Transfer Administration screen will cause a prompt to Save to display. Clicking 'Yes' to Save will result in the Approval Group creation or update to be saved. Clicking 'No' in the prompt results in the Approval Group creation or changes not saving.",
"293177","Core Services","17.1.0","19.8.1.1000","Document Knowledge Transfer | Unity","After creating or changing an Approval Group and saving, navigating away from the Document Knowledge Transfer Administration screen does not cause a second prompt to Save.","The saving action, after creating or updating an Approval Group results in proper saving of the changes.

When creating or changing an Approval Group and not saving prior to navigating away from the DKT Administration screen , or attempting to close the Unity Client, a prompt to save will display.
If 'Yes' is selected, changes are saved, if 'No' is selected, changes are not saved.",
"306258","Unknown","18.1.0","19.8.1.1000","Document Packets – ASP.NET | CSP","Document Packets no longer double encodes Arabic date values in the Web Client","The Packet Content Selection screen of a Document Packet in the Web Client no longer throws an error when using Date keywords in an Arabic system locale.",
"306377","Core Services","18.0.0","19.8.1.1000","Document Packets – ASP.NET | CSP","Date keywords now use the system's locale setting in the Web Client's Content Selection Screen instead of US locale",,
"316784","Core Services","18.1.0","19.8.1.1000","Document Packets – ASP.NET | CSP","Document Packets now displays an error message in Diagnostics Console when the Workflow action ""Generate Document Packet"" does not execute in the current client.","Document Packets now displays an error message in Diagnostics Console when the Workflow action ""Generate Document Packet"" does not execute in the current client.",
"254040","Core Services","16.0.0","19.8.1.1000","Document Packets | CSP","Document Packets will no longer be generated if the user does not have the rights to the contained Document Types.","- Document Packets will no longer allow users without rights to the Document Types contained within a packet to generate packets. An error message will be displayed to users in the Unity Client, and an error message informing administrators which Document Types they do not have rights to will be written to Diagnostics Console.

[img: 254040.jpg]

This screenshot shows an example of the error message a user receives in the Unity Client.

[img: 254040_2.jpg]

This screenshot shows an example of the Diagnostics Console message written by a user with low permissions attempting packet generation.",
"294702","Core Services","17.1.0","19.8.1.1000","Document Packets | CSP","Adding documents from a Document Retrieval results list now respects the ""Disable the use of Standard Retrieval"" template option","Adding documents from Document Retrieval to a Document Packet via the ""drag-and-drop"" method is now disallowed if the ""Disable the use of Standard Retrieval when adding documents to the packet"" option is enabled on the Packet Template.",
"296529","Core Services","17.0.0","19.8.1.1000","Document Packets | CSP","Document Packets can now be archived as Image Rendered PDF","Users are now able to archive a Document Packet as an Image Rendered PDF.  This option can be found in 'Packet Template Settings' within 'Document Packet Configuration.'

[img: 296529.jpg]",
"297499","Core Services","17.1.0","19.8.1.1000","Document Packets | CSP","The Table of Contents page in a Document Packet now accurately cuts long Auto-Name strings.","The Table of Contents page in a Document Packet now accurately cuts long Auto-Name strings from contained documents so they do not misprint or run over page edges.",
"303681","Core Services","17.1.0","19.8.1.1000","Document Packets | CSP","Document Packets no longer prints non-functioning entries into the Table of Contents.","- Document Packets no longer prints non-functioning entries into the Table of Contents.",
"305527","Core Services","18.1.0","19.8.1.1000","Document Packets | CSP","User is able to cancel the generation of a document packet in the Unity Client","The user now has the option to cancel the creation of a document packet that is not auto-generated. 

The cancellation option appears when a packet or preview of the packet is being generated.
[img: 305527.jpg]

When user selects Cancel, the cancel option will be disabled and the dialog box will remain until the cancellation process is complete.
[img: 305527_1.jpg]",
"305660","Core Services","17.0.2","19.8.1.1000","Document Packets | CSP","Document Packets no longer gets stuck due to lengthy Auto-Name strings.","- Document Packets no longer gets stuck processing packets whose documents have lengthy Auto-Name strings assigned to them.",
"306682","Core Services","17.0.2","19.8.1.1000","Document Packets | CSP","Document Packets now correctly displays underscores in the Packet Content Selection screen","Document Packets now correctly renders the first underscore on the Packet Content Selection screen for document Auto-Name strings, Document Set names, and Packet Template names.",
