ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"TRUE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" CustomFormatter=\"\" EnforceUniqueValues=\"TRUE\" Indexed=\"TRUE\" />","<Field Type=\"Choice\" DisplayName=\"Platform\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_1\" Name=\"field_1\" ID=\"{6ee51ccb-ff18-4ca2-928c-9eb794dfa8af}\"><CHOICES /></Field>","<Field Type=\"Choice\" DisplayName=\"Version Found\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_2\" Name=\"field_2\" ID=\"{c08685f2-380a-42ca-8d8d-1750a05bbc96}\"><CHOICES /></Field>","<Field Type=\"Text\" DisplayName=\"Build Fixed\" Name=\"field_3\" ID=\"{4a0b6493-947c-408d-b1eb-e21472d65bcf}\" StaticName=\"field_3\" />","<Field Type=\"Choice\" DisplayName=\"Functionality\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"Dropdown\" FillInChoice=\"TRUE\" StaticName=\"field_4\" Name=\"field_4\" ID=\"{94fc4227-92d7-49a8-97a2-6f87708cae9e}\"><CHOICES /></Field>","<Field ID=\"{4ee09c9c-567b-4bb6-b399-ae40e1afd982}\" DisplayName=\"Issue Title\" Name=\"field_5\" StaticName=\"field_5\" Type=\"Note\" />","<Field ID=\"{820545f3-5000-4335-9c69-9e6885a1aa5c}\" DisplayName=\"Summary\" Name=\"field_6\" StaticName=\"field_6\" Type=\"Note\" />","<Field ID=\"{28cf69c5-fa48-462a-b5cd-27b6f9d2bd5f}\" ReadOnly=\"TRUE\" Type=\"DateTime\" Name=\"Modified\" DisplayName=\"Modified\" StorageTZ=\"TRUE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Modified\" FromBaseType=\"TRUE\" Indexed=\"TRUE\" AutoIndexed=\"TRUE\" />","<Field AppendOnly=\"FALSE\" Description=\"Internal Comment field&#xA;Can place case links, notes or further info about JIRA/SCR here\" DisplayName=\"Internal Comments\" Format=\"Dropdown\" IsModern=\"TRUE\" IsolateStyles=\"FALSE\" Name=\"InternalComments\" RichText=\"FALSE\" RichTextMode=\"Compatible\" Title=\"Internal Comments\" Type=\"Note\" ID=\"{90423312-42b4-4997-8b72-f46231360718}\" StaticName=\"InternalComments\" />","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"Ticket\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(linked to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
"Title","Platform","Version Found","Build Fixed","Functionality","Issue Title","Summary","Internal Comments"
"OBAPPS-842","Unknown",,"24.1.1.1000","OnBase Apps","Column width in data grids is now determined based on the visible content.","Instead of setting the width of all columns to be the same regardless of the data type or content, automatic sizing was enabled on the grid. 
This will determine the width of each column based on the visible content when the results are displayed. The sizing does not take into account all results.
Overall this makes the content of a grid much more read-able as it's not taking up excessive space for columns with short content (dates, numeric values, short alphanumeric content). As a tradeoff however, when the user scrolls and encounters rows with content that is longer that what's in the initial set of results, the column may have to be expanded by the user to view the full content.",
"OBAPPS-808","Unknown",,"24.1.1.1000","OnBase Apps","FIXED: Reporting Dashboards were cached for the first user logging in.","For dashboards that were configured to show data that is specific to the logged in user, it could potentially show another user incorrect data that doesn't apply to them. This issue was fixed.",
"OBAPPS-840","Unknown",,"24.1.1.1000","OnBase Apps","FIXED: Closing and opening the same object via Workflow throws an error.","The issue occured when executing a Workflow ad-hoc or system task against a WorkView object. The action would close the currently open object and then use the Display Object action to display it again with a different screen.",
"PR-980","Unknown",,"24.1.1.1000","Plan Review","Corrected an issue where note and standard not markups created in OnBase 17.0.1 would not display after upgrading to OnBase 21.1+","Old note and standard note markups from OnBase 17.0.a and prior will now display in an OnBase 21.1 and above system.",
"STO-1926","Unknown",,"24.1.1.1000","Platter Management","Imported Platter Management Unity Scheduler Tasks were not visible in Unity Management Console","An issue was found where any imported Platter Management Unity Scheduler tasks were then not showing up in the Unity Management Console. This has now been fixed so that any imported Platter Management scheduler task will then appear in the UMC.",
"PEPA-62","Unknown",,"24.1.1.1000","Public Access (Web Controls for Constituent Access)","fixed an issue where you can tab outside of the modal document viewer to improve accessibility and screen reader support.","when tabbing in the document viewer focus will no remain in the controls of document viewer. ",
"PEPA-68","Unknown",,"24.1.1.1000","Public Access (Web Controls for Constituent Access)","Fixed an issue where the viewer window did not get focus to improve accessibility and screen reader support.","Document viewer will have focus on the document name when a document is opened.",
"PEPA-69","Unknown",,"24.1.1.1000","Public Access (Web Controls for Constituent Access)","Fixed an accessibility issue when returning to the document Results list.","Fixed an issue where, when closing the Document Viewer, the user was not returned to the same place where they left off in the Results list. This is resolved and helps improve general accessibility.",
"HRA-3991","Unknown",,"24.1.1.1000","Reporting Dashboards","Change to web.config file.","Background: The 21.x version of DevExpress Dashboard, cache the data and do not reload when a refresh is requested. However, they have provided a mechanism to stale the cache after a specific period of time. To address this requirement we have introduced a new configuration dashboardCacheTimeoutSeconds  in Web.Config for Web Client and Reporting Dashboard.

ConfigSection: Hyland.Web.DashboardViewer
Configration Name: dashboardCacheTimeoutSeconds
Expectation: number of seconds after which the dashboard cache is cleared
Default Value: 2",
"IND-2824","Unknown",,"24.1.1.1000","Revisions/Renditions/Versions","Version Stamp Dialog now displays the right Revision Number","Previously version stamp dialog used to display the revision as one less than the actual value. Now this issue has been rectified.",
"SBPPA-3631","Unknown",,"24.1.1.1000","Unity Client","Corrected an issue with Text Encoding options in the Unity Client's Workflow interface.","Prior to this, the text encoding option could not be ticked.",
"SBPOF-805","Unknown",,"24.1.1.1000","Unity Forms","Resolved a bug when a Unity Forms fails to load when custom action is executed to overwrite value of a keyword field with that of a blank field.","Users will now be able to execute Custom Actions involving overwriting value of a keyword field with that of a blank field without running into exception or failing to load form.",
"SBPOF-508","Unknown",,"24.1.1.1000","Unity Forms","Resolved the bug for keywords those were still shown up in Lookup window for Reverse Autofill Keyword Set despite of Result keyword being configured as hidden.","Users will now be able to hide keywords in Reverse Lookup window by marking Result Keyword as NO while configuring the Reverse Autofill Keyword Set under Configuration option.",
"SBPOF-555","Unknown",,"24.1.1.1000","Unity Forms","Resolved a bug where the number of attachments in the attachment control was not getting updated correctly when the attached documents were deleted or purged","Users will now be able to see the correct updated number of attachments in the attachment control when the form is refreshed (closed and reopened) after deleting or purging the attached documents.",
"SBPOF-1076","Unknown",,"24.1.1.1000","Unity Forms","Resolved a bug when the ""The Form is being Saved"" dialog was missing from UI while saving a Unity/Image Form in the Web Client.","Fixed an issue with form submission. ""The Form is being Saved"" dialog was missing from UI while saving a Unity/Image Form in the Web Client.
Users are now be able to see the dialogue message ""The Form is being Saved"" while saving a Unity/Image Form in the Web Client.",
"SBPOF-1052","Unknown",,"24.1.1.1000","Unity Forms","Resolved the bug of signature being accepted as valid when user signs in the drop shadow.","Resolved an issue where signature was shown as valid even if no evidence of signature was shown when signature was applied in the drop shadow.
Users are now able to see a border beyond which user will not be able to sign.",
"SBPOF-869","Unknown",,"24.1.1.1000","Unity Forms","Resolved an issue where the reverse actions of disabled custom actions get triggered even when the conditions were not met.","Post this fix reverse actions for disabled custom actions are not triggered.",
"SBPOF-1044","Unknown",,"24.1.1.1000","Unity Forms","Fixed an issue with Unity Form Field Validation Panel overlapping with Unity Forms causing viewing issues for the users.","Users are now able to view the entire unity form and the Field Validation Panel will not overlap with the form.",
"SBPOF-1045","Unknown",,"24.1.1.1000","Unity Forms","Resolved the issue with Unity Form, A Fields in a Repeater not read by Unity Script if it is marked as Invalid.","Unity Form Fields within a Repeater section are now read by the Unity Script even if it is marked as Invalid.",
"SBPOF-1038","Unknown",,"24.1.1.1000","Unity Forms","Resolved the bug of Unity Forms calculated fields when using RoundUp() expression upto decimal value '0' on calculated fields.","Fixed an issue in Unity forms calculated field when using RoundUp() expression.
Users will now be able to get the correct values for RoundUp() expression upto decimal value '0' on calculated fields.",
"SBPOF-5681","Unknown",,"24.1.1.1000","Unity Forms","Resolved an issue to allow users to create Unity Form using Unity API when ""Form Visibility"" is used to control which users can submit forms of that type","Users are now able to use Unity API running under the Unity Scheduler to overrides Form Visibility and are able to create forms.",
"AG-8149","Unknown",,"24.1.1.1000","Voting","Fixed an error in Voting Client when connection to the appserver is lost.","Instead of throwing an error and forcing you to exit the application when connection to the appserver is lost, we now have the option to attempt a reconnect to the appserver in the Voting client. assuming a reconnection is possible the Voting client will pickup right where it left off, minimizing interruption.",
"PR-964","Unknown",,"24.1.1.1000","Web Application Management Console","Fixed a defect that prevented you from using WAMCON to encrypt the Plan Review Portal web config file.","you can now use WAMCON to encrypt the Plan Review Portal web config file.",
"AG-8107","Unknown",,"24.1.1.1000","Web Application Management Console","Fixed a defect that prevented you from using WAMCON to encrypt the Agenda Online web config file.","You can now use WAMCON to encrypt the Agenda Online web config file.",
"CSFMD-2087","Unknown",,"24.1.1.1000","Web Server","Users passwords are updated successfully in the Web Client when the User Group has the Password Admin Configuration Right. ","Previously, passwords were not updated successfully when the User Group had the Password Admin Configuration Right. In the Web Client, after updating the password the Save button was inactive therefore the password change was not initiated.  ",
"CSFMD-2451","Unknown",,"24.1.1.1000","Web Server","Various font and UI colors have been updated","Colors within the Web Client have been updated to meet the 4.5 : 1 contrast ratio",
"SBPPA-5794","Unknown",,"24.1.1.1000","Workflow","Addressed issue(s) with default column filters when navigating between lifecycles","Resolved an issue that caused default column filters to be removed when navigating between lifecycles. Default column filters are now maintained when navigating between lifecycles.",
"SBPPA-5799","Unknown",,"24.1.1.1000","Workflow","Addressed issue(s) with the availability of some load balancing options in Workflow","Resolved an issue that caused some load balancing options to be unavailable when the Workflow layout was docked in a specific way. The option, ""Show Other User's Inbox"", is now accessible regardless of custom window docking.",
"SBPPA-5888","Unknown",,"24.1.1.1000","Workflow","Addressed issue(s) with adding some WorkView objects to Workflow","Corrected an issue with adding certain WorkView objects to Workflow. Extension Class objects can now be added to lifecycles through the right-click menu.",
"SBPWC-2930","Unknown",,"24.1.1.1000","Workflow","Addressed issue(s) with the Auto Hide feature in Workflow","Resolved an issue where the WorkView object did not load when 'Auto Hide' was selected in the Workflow inbox panel while executing the Display WorkView Object for Input' action.",
"REN-2768","Unknown",,"24.1.1.1000","Workflow","Addressed issue(s) with image rendering contained in HTML Forms","The Create PDF/TIFF action no longer renders images contained in HTML Forms. Documents created by converting HTML forms to TIFFs render as they should when viewing the HTML form in any client, with the images included.",
"SBPPA-6033","Unknown",,"24.1.1.1000","Workflow","Addressed issue(s) with inbox grouping in Workflow","Resolved an issue with inbox grouping in Workflow. Previously, inbox grouping reverted to default on refreshing the inbox. Inbox grouping is now maintained after navigating between queues or refreshing the inbox.",
"SBPPA-5840","Unknown",,"24.1.1.1000","Workflow","Adjusted focus in Unity Client after user interactive task execution","Adjusted focus in Unity Client after user interactive task execution.  This corrects focus placement after a UI task is executed.",
